stt,sku,proName,brandName,category,cat_parent,cat_child,script,,,
172,JBL-GE2,Loa Bluetooth JBL Go Essential 2,JBL,Loa di động,Loa,Loa di động,"JBL Go Essential 2 là dòng loa di động chất lượng cao của thương hiệu JBL. Dòng loa Go Essential 2 của thương hiệu JBL luôn được người dùng đánh giá cao nhờ chất lượng vượt trội dù ngoại hình khá nhỏ gọn.
Công suất ấn tượng, độ nhiễu thấp
Trọng lượng nhẹ, tính di động cao
Kết nối ổn định, cổng sạc Type-C tiện lợi
Chống bụi, kháng nước tốt theo chuẩn IP67",,,
173,JBL-G3,Loa Bluetooth JBL Go 3,JBL,Loa di động,Loa,Loa di động,"Hầu hết trên thị trường có rất ít dòng loa Bluetooth có sự nhỏ gọn vừa vặn lòng bàn tay nhưng chất lượng âm thanh rất tốt. Loa JBL GO 3 là một trong những sản phẩm đi đầu trong xu hướng này và mang đến một chất lượng tuyệt vời nhất cho người dùng khi sử dụng hằng ngày.
Nhỏ gọn vừa lòng bàn tay, quai xỏ ngón chắc chắn, nhiều màu sắc
Chống nước và chống bụi IP67, pin sạc nhanh sử dụng lên đến 5 giờ liên tục
Chất lượng âm thanh tốt âm lượng vừa, kết nối Bluetooth 5.1",,,
174,JBL-G4,Loa Bluetooth JBL Go 4,JBL,Loa di động,Loa,Loa di động,"Loa Bluetooth JBL Go 4 sở hữu âm thanh JBL Pro Sound mang lại âm trầm mạnh mẽ cùng viên pin cho thời gian sử dụng lên đến 7 giờ. Cùng với đó sản phẩm loa JBL còn được trang bị chuẩn kháng nước IP67 cùng với đó là thiết kế từ vật liệu tái chế với nhiều màu như đỏ, xanh, trắng, tím, đen. Để nâng cao các trải nghiệm âm thanh, loa còn được trang bị Auracast cho phép ghép đôi 2 loa JBL Go 4, nâng cao trải nghiệm giải trí.
Âm thanh JBL Pro sống động, màu sắc bắt mắt
Âm thanh JBL Pro, công suất âm thanh 4,2 RMS
Thiết kế màu sắc bắt mắt, thân thiện với môi trường
Chuẩn bảo vệ IP67, sạc thông minh",,,
175,JBL-C3,Loa Bluetooth JBL CLIP 3,JBL,Loa di động,Loa,Loa di động,"Loa bluetooth JBL Clip 3 là sản phẩm đến từ hãng JBL – thương hiệu nổi tiếng về các dòng loa bluetooth cao cấp. Tiếp nối người đàn anh JBL Clip 2 của mình cùng với những tính năng vượt trội mới, hứa hẹn sẽ là sự lựa chọn hoàn hảo cho những ai đang có nhu cầu sở hữu một chiếc loa chính hãng tốt.
Thiết kế dáng tròn, móc treo, khung kim loại cứng cáp, trọng lượng 210g
Âm thanh trong trẻo, đường kính 40mm, âm tần 120 Hz – 20 kHz
Chống nước chuẩn IPX7, công nghệ JBL Connect + được tích hợp trên loa bluetooth JBL Clip 3
Thời lượng pin 1000 mAh nghe nhạc liên tục 10 tiếng, jack cắm 3.5 mm",,,
176,JBL-C4,Loa Bluetooth JBL Clip 4,JBL,Loa di động,Loa,Loa di động,"Đa số người hay nghe nhạc đều lựa chọn cho mình những chiếc loa có kích thước nhỏ gọn nhưng chất âm lại rất tốt khi nghe. Biết được điều này JBL đã trang bị cho loa Bluetooth JBL CLIP 4 rất nhiều tính năng hiện đại với khả năng phát ra âm thanh rất tốt tiện lợi và chất lượng nhất cho bạn.
Kích thước nhỏ gọn, móc đeo tiện lợi, nhiều màu sắc
Pin sạc nhanh qua cổng USB - C phát liên tục 10 giờ, chống nước IP67
Công nghệ Bluetooth 5.1, chất lượng âm thanh cao cấp",,,
177,JBL-C5,Loa Bluetooth JBL Clip 5,JBL,Loa di động,Loa,Loa di động,"Loa JBL Clip 5 sở hữu vẻ ngoài nhỏ gọn cùng tần số 120Hz-20 kHz, thời gian sử dụng lên tới 4-5 tiếng giúp mang lại khả năng phát nhạc hoàn hảo. Không chỉ vậy, sản phẩm cũng sở hữu kết nối bluetooth, jack cắm AUX và thẻ nhớ TF hỗ trợ đa dạng trải nghiệm của người dùng. 
Thiết kế nhẹ nhàng ẩn chứa chất âm vô cùng đỉnh cao
Công suất, công nghệ âm thanh cực đỉnh giúp tái tạo âm thanh uy lực
Thiết kế gọn nhẹ nhưng mang đầy ấn tượng
Được trang bị tính năng Bluetooth V3.0
Thời lượng pin cho trải nghiệm 10 tiếng lâu dài",,,
178,JBL-Ch4,Loa Bluetooth JBL Charge 4,JBL,Loa di động,Loa,Loa di động,"Loa bluetooth JBL Charge 4 được trang bị kết nối chuẩn Bluetooth 4.2, cho tốc độ kết nối nhanh hơn và ổn định hơn so với các sản phẩm loa thông thường khác. Bên cạnh đó, loa còn hỗ trợ kết nối Bluetooth hai thiết bị cùng lúc lần lượt phát âm thanh Stereo ấn tượng, cho khả năng kết nối linh hoạt hơn trong việc sử dụng rất nhiều.
Loa Charge 4 được trang bị chuẩn chống nước IPX7
",,,
179,JBL-Ch5,Loa Bluetooth JBL Charge 5,JBL,Loa di động,Loa,Loa di động,"Tiếp nối sự thành công của người tiền nhiệm, dòng loa huyền thoại loa JBL Charge 5 với sự thay đổi mạnh mẽ cả về thiết kế lẫn công nghệ âm thanh mang đến chất lượng âm thanh vượt trội dù là ngoài trời hay trong nhà. Là sản phẩm loa bluetooth đồng hành cùng bạn ở mọi cuộc vui.
Thiết kế mạnh mẽ, hỗ trợ kháng nước, chống bụi tiêu chuẩn IP67
Củ loa thiết kế mới mang đến chất lượng âm thanh to và rõ ràng
Dung lượng pin lên đến 7500mAh, hỗ trợ sạc cho các thiết bị di động
Tiệc vui thêm rộn rã với công nghệ PartyBoost kết nối không giới hạn với các loa khác",,,
180,JBL-Ch6,Loa Bluetooth JBL Charge 6,JBL,Loa di động,Loa,Loa di động,"Loa bluetooth JBL Charge 6 sở hữu kích thước nhỏ gọn và trọng lượng nhẹ chưa đến 1kg, công nghệ AI Sound Boost giúp âm thanh rõ ràng và mạnh mẽ hơn. Loa hỗ trợ kết nối bluetooth 5.4, khả năng phát nhạc lên đến 28 giờ và trang bị tính năng sạc nhanh tiện lợi. Loa đạt chuẩn kháng nước và bụi IP68, có thể sạc thiết bị di động qua USB-C và hỗ trợ kết nối đa loa.
Âm bass mạnh mẽ, thiết kế bền bỉ
Công suất mạnh mẽ và công nghệ tiên tiến
Thiết kế hiện đại và màu sắc trẻ trung
Trải nghiệm linh hoạt với Auracast
Thời lượng pin bền bỉ cho cả ngày dài
Khả năng kháng nước và chống bụi đạt chuẩn IP68
Kết nối bluetooth 5.4 ổn định và linh hoạt
Trang bị tính năng hỗ trợ người dùng hiệu quả",,,
181,JBL-P4,Loa Bluetooth JBL Pulse 4,JBL,Loa di động,Loa,Loa di động,"Thiết kế của JBL Pulse 4 thay đổi đáng kể phần chân đế đã biến mất làm cho loa trở nên trong suốt, tổng thể hài hòa thanh thoát hơn. Cho cảm giác loa thực sự chắc chắn, một phần nữa là giúp loa được chống rung tốt hơn khi đặt trên mặt phẳng. Các nút điều khiển đã được làm dày giúp dễ bấm hơn và được dời lên ở trên vòng loa và chia đều ra làm 3 nhóm gồm Nguồn / Bluetooth, Partyboost / Lights, Play / Volume.
Thiết kế mới ấn tượng, nút điều khiển dày dễ bấm
Dải loa woofer cho âm thanh vượt trội, sống động trên JBL Pulse 4
Nghe nhạc liên tục 12 giờ, đèn LED bắt mắt trên JBL Pulse 4",,,
182,JBL-P5,Loa Bluetooth JBL Pulse 5,JBL,Loa di động,Loa,Loa di động,"Loa Bluetooth Pulse 5 là một sản phẩm mới nhất được thêm vào bộ sưu tập loa Pulse của thương hiệu JBL. Thiết bị loa bluetooth mới này nổi bật với chất âm sống động, thiết kế linh hoạt, cùng các hiệu ứng ánh sáng bắt mắt. Khi sở hữu chiếc loa này trong tay, chắc chắn bạn sẽ có được những buổi tiệc đầy vui nhộn và tuyệt vời.
Thiết kế nổi bật với hiệu ứng ánh sáng đầy sống động
Sở hữu chất âm mạnh mẽ, cùng khả năng kết nối hữu ích
",,,
183,JBL-X3,Loa Bluetooth JBL Xtreme 3,JBL,Loa di động,Loa,Loa di động,"Trong cuộc sống hằng ngày người dùng luôn có nhu cầu nghe nhạc ở bất cứ không gian nào của mình. Để có thể mang đến những giây phút thư giãn ở mọi nơi loa Bluetooth JBL Xtreme 3 với những tính năng tiện lợi, pin dung lượng cao, âm thanh tốt mở đưa bạn hòa mình vào âm nhạc.
Thiết kế nhỏ gọn tiện lợi, chất liệu nhựa cao cấp tản nhiệt tốt
Chất lượng âm thanh cao cấp công suất nổi bật, pin sử dụng 15 giờ
Chống nước và chống bụi IP67, tương thích mọi thiết bị với Bluetooth v5.1",,,
184,JBL-X4,Loa Bluetooth JBL Xtreme 4,JBL,Loa di động,Loa,Loa di động,"JBL Xtreme 4 mang đến một thiết kế thời trang kết hợp với âm thanh sống động và trung thực. Dòng loa bluetooth rất phù hợp với những buổi tiệc ngoài trời hay có thể tận dụng để giải trí khi đi du lịch. Không chỉ có khả năng phát nhạc, dòng sản phẩm còn hỗ trợ người dùng với tính năng nghe gọi vô cùng tiện lợi.
Ngoại hình lịch lãm với khả năng chống nước vượt trội
Chất âm sống động, hỗ trợ nghe gọi tiện lợi",,,
185,JBL-B2,Loa Bluetooth JBL Boombox 2,JBL,Loa di động,Loa,Loa di động,"Từ khi được ra đời loa JBL Boom Box nhận được rất nhiều sự ủng hộ. Để đáp ứng kỳ vọng của người hâm mộ hơn nữa, JBL đã tiếp tục cho ra mắt phiên bản tiếp theo với tên gọi là loa JBL Boom Box 2. Sản phẩm có thiết kế tương đồng với người tiền nhiệm nhưng được nâng cấp về phần cứng.
Thiết kế khá lớn, trang bị quai xách, dễ dàng khi di chuyển
Âm thanh JBL Signature Pro Sound, âm trầm sâu
Tính năng PartyBoost, chống nước IPX7 cao cấp, nghe nhạc liên tục 24 giờ",,,
186,JBL-B3,Loa Bluetooth JBL Boombox 3,JBL,Loa di động,Loa,Loa di động,"Loa bluetooth JBL Boombox 3 được trang bị công suất 180W ở chế độ AC cùng công nghệ JBL Original Pro Sound, giúp mang lại chất lượng âm thanh sống động, cuốn hút, phù hợp cho nhiều không gian giải trí. Loa nổi bật với chuẩn chống nước IP67, pin 24 giờ và Bluetooth 5.3, đáp ứng nhu cầu giải trí mọi lúc, mọi nơi.
Kiểu dáng năng động, chất âm hàng đầu
Trải nghiệm chất âm bùng nổ cùng công nghệ tiên tiến
Thiết kế sắc nét, chi tiết
Đa dạng tính năng, chất âm cực đỉnh
Thời lượng pin 24h cho âm nhạc bất tận
Độ bền vượt trội với chuẩn kháng bụi và nước chuẩn IP67",,,
187,JBL-B4,Loa Bluetooth JBL Boombox 4,JBL,Loa di động,Loa,Loa di động,"JBL Boombox 4 nổi bật với công suất mạnh mẽ, thiết kế hiện đại và khả năng kháng nước IP68 tối ưu, đáp ứng mọi nhu cầu giải trí không dây của người dùng. Với kích thước gọn gàng, chỉ 506.4mm x 262.9mm x 212.9mm, loa mang lại sự tiện lợi khi di chuyển. Loa Boombox 4 của JBL này còn sở hữu kết nối Bluetooth 5.4, giúp đường truyền ổn định suốt quá trình sử dụng.
Chất âm sống động, kiểu dáng hiện đại, độ bền bỉ cao
Âm thanh JBL Pro và AI Sound Boost
Thiết kế cứng cáp, màu sắc hiện đại
Kết nối ổn định với chuẩn Bluetooth 5.4 hiện đại
Thời lượng pin lên tới 34 giờ và có hỗ trợ sạc nhanh
Khả năng kháng nước, kháng bụi IP68 cực bền bỉ",,,
188,JBL-P710,Loa Bluetooth JBL Partybox 710,JBL,Loa di động,Loa,Loa di động,"Loa Bluetooth JBL PartyBox 710 sở hữu thiết kế ấn tượng nhờ kết hợp đèn LED và đèn nháy cực đẹp. Cùng với đó là chất lượng âm thanh mạnh mẽ với công suất 800W cho âm trầm sâu hơn và còn nhiều nét nổi trội khác của loa karaoke mà bạn có thể ghé CellphoneS để tìm hiểu kỹ nhé!
Kháng nước tốt
Thiết kế tinh tế từ chất liệu nhựa cao cấp, kháng nước và chịu va đập tốt
Âm thanh mạnh mẽ với công suất đạt 800W",,,
189,JBL-520,Loa Bluetooth JBL Partybox 520,JBL,Loa di động,Loa,Loa di động,"Loa Bluetooth JBL Partybox 520 có công suất đạt đến 400W, tích hợp công nghệ AI Sound Boost hiệu chỉnh các âm bass, treble, mid cân bằng theo thể loại. Loa sở hữu phong cách thiết kế đậm chất party trẻ trung cùng hệ thống đèn LED vòng sáng kép độc đáo. Tính năng Auracast giúp tạo nên hệ thống âm nhạc bùng nổ.
Âm thanh AI sống động
Chất âm tuyệt hảo cùng công nghệ AI tái hiện âm thanh sôi động
Ngoại hình đậm chất party cuốn hút
Ghép nối Auracast tạo nên hệ thống loa JBL bùng nổ
Tận hưởng âm nhạc liên tục trong những buổi tiệc kéo dài
Chống nước IPX4 tận hưởng âm nhạc bất cứ đâu",,,
190,JBL-A300,Loa Bluetooth JBL Authentics 300,JBL,Loa di động,Loa,Loa di động,"Loa JBL Authentics 300 là dòng loa không dây với thiết kế cặp loa tweeter 1 inch cùng với đó sản phẩm với thiết kế retro cổ điển cùng gam màu đen sang trọng. Loa có công suất lên đến 100W và cấu trúc âm thanh hai đường tiếng gồm một cho âm thanh chi tiết và một củ loa trầm toàn dải 5,25 inch (133mm).
Tận hưởng âm thanh đa chiều
Trải nghiệm âm thanh đỉnh cao với công suất lên đến 100W
Sự kết hợp độc đáo của thiết kế Retro và công nghệ tiên tiến
Trải nghiệm giải trí không giới hạn với thời lượng Pin khủng
Trải nghiệm nghe nhạc giải trí tiện lợi hơn với các trợ lý ảo thông minh
Dễ dàng kết nối, đồng bộ âm thanh với các thế hệ loa Authentics 300 khác
Dễ dàng tương thích với các thiết bị khác qua kết nối không dây hiện đại
Tùy chỉnh dễ dàng hơn bằng các nút vật lý và giọng nói",,,
191,M-W,Loa Bluetooth Marshall Willen,Marshall,Loa di động,Loa,Loa di động,"Loa Marshall Willen sở hữu một thiết kế sang trọng với âm thanh chất lượng cao, hứa hẹn mang lại trải nghiệm ấn tượng cho người dùng.
Thiết kế cổ điển sang trọng, kết nối bluetooth tiện lợi
Âm thanh chất lượng, pin dùng nhiều giờ",,,
192,M-WII,Loa Bluetooth Marshall Willen II,Marshall,Loa di động,Loa,Loa di động,"Loa bluetooth Marshall Willen II (2)  là loa không dây với công suất 10 Watt và mang đến âm thanh mạnh mẽ khi nghe nhạc, chiến game vượt xa so với kích thước nhỏ gọn của nó. Dù người dùng dựng thẳng hay treo lên thì sản phẩm vẫn đảm bảo sự ổn định và gọn nhẹ nhờ kích thước 100.5 x 100.5 x 43.4 mm
Công suất lớn lên đến 10W
Màu sắc hiện đại và kích thước chỉ 100.5 x 100.5 x 43.4 mm
Ghép nối với nhiều thiết bị và kết nối không dây bluetooth",,,
193,M-EII,Loa Bluetooth Marshall Emberton II,Marshall,Loa di động,Loa,Loa di động,"Loa Bluetooth Marshall Emberton II có tích hợp 2 bộ driver công suất 10 W, công nghệ âm thanh 360° True Stereophonic và kết nối ổn định với Bluetooth 5.1. Loa được làm với thiết kế cổ điển, vỏ ngoài chống va đập và kháng nước theo chuẩn IP67. Marshall Emberton II còn có thời lượng pin dùng được cả ngày mà chỉ mất 3 giờ để sạc đầy qua cổng Type C. 
Thiết kế cá tính, nhỏ gọn
Khuấy động mọi không gian âm thanh công suất 20W
Công nghệ kháng nước đỉnh cao",,,
194,M-EIII,Loa Bluetooth Marshall Emberton III,Marshall,Loa di động,Loa,Loa di động,"Loa Bluetooth Marshall emberton III là sản phẩm loa được trang bị công nghệ âm thanh nổi với dải tần 65-20.000 Hz cùng với bộ khuếch đại âm Class D 2X38 W. Loa với pin dung lượng cho thời lượng sử dụng đến 32+ giờ ấn tượng cùng khả năng sạc trong 2 tiếng qua cổng USB-C 5V/3A.
Tính di động cao, chống nước bền bỉ
Kết nối ổn định trong phạm vi lên tới 10m với chuẩn Bluetooth hiện đại
Tận hưởng âm nhạc giải trí với thời lượng pin suốt cả ngày dài
Tuỳ chỉnh âm thanh dễ dàng hơn thông qua ứng dụng Marshall",,,
195,M-S2,Loa Bluetooth Marshall Stockwell 2,Marshall,Loa di động,Loa,Loa di động,"Đối với một người yêu âm nhạc thì chiếc loa bluetooth cầm tay chính hãng chiếm một vai trò quan trọng, không thể thiếu trong cuộc sống. Và chiếc loa bluetooth Marshall Stockwell II chính là một người bạn đồng hành lý tưởng.
Là thương hiệu nổi tiếng đến từ Anh quốc
Thiết kế gọn gàng chỉ 1,4kg cùng màng bảo vệ loa bằng lưới thép 
Kết nối bluetooth 5.0 hiện đại cùng công suất loa 20W
Khả năng chống nước IPX4 cùng thời lượng sử dụng liên tục lên đến 20 tiếng",,,
196,M--M,Loa Bluetooth Marshall Middleton,Marshall,Loa di động,Loa,Loa di động,"Loa Marshall Middleton là sản phẩm loa âm thanh tiếp theo của thương hiệu Marshall. Thiết bị loa Marshall được thiết kế với nhiều công nghệ hiện đại, mang lại cho người dùng trải nghiệm âm thanh vượt trội.
Thiết kế sang trọng, tone đen trang nhã
Âm thanh chất lượng, kết nối bluetooth tiện lợi
Có biến hoá thành sạc dự phòng trong trường hợp khẩn cấp
Khả năng kháng nước, kháng bụi mạnh mẽ với tiêu chuẩn IP67
Kết nối dễ dàng với những loa Marshall khác thông qua Stack Mode
Hỗ trợ kết nối với các thiết bị ngoại vi thông qua cổng AUX
Tuỳ chỉnh linh hoạt hơn qua bảng điều khiển phía trên
Thiết lập loa dễ dàng hơn với ứng dụng Marshall Bluetooth",,,
197,M-KII,Loa Bluetooth Marshall Kilburn II,Marshall,Loa di động,Loa,Loa di động,"Là bản nâng cấp của loa Marshall Kilburn ra mắt năm 2015, loa bluetooth Marshall Kilburn 2 sở hữu nhiều điểm mới trong thiết kế cũng như tính năng, chất lượng âm thanh,… Sở hữu loa Marshall Kilburn 2 sẽ giúp bạn tận hưởng thế giới âm thanh tuyệt vời hơn.
Thiết kế cổ điển, thể thao, bọc da cao cấp, bốn góc bo tròn và quai xách tiện lợi
Công suất 36W, thùng loa Bass-Reflex, dải tần 52 – 20.000Hz, hệ thống loa 2 kênh stereo 
Kết nối bluetooth 5.0 aptX, cổng kết nối 3.5mm
Pin có thời lượng sử dụng đến 20 giờ, hỗ trợ sạc nhanh sạc đầy pin trong 2.5 giờ",,,
198,M-KIII,Loa Bluetooth Marshall Kilburn III,Marshall,Loa di động,Loa,Loa di động,"Loa Marshall Kilburn 3 có thiết kế mang đậm phong cách cổ điển cùng lớp vỏ bọc giả da sang trọng, lưới tản nhiệt kim loại đặc trưng. Loa còn trang bị hệ thống âm thanh đa hướng và thời lượng pin lên đến 50 giờ. Công nghệ Bluetooth 5.3 giúp kết nối nhanh chóng, ổn định và cho phép ghép nối đồng thời với nhiều thiết bị.
Nhỏ gọn, âm thanh mạnh mẽ
Hiệu suất âm thanh mạnh mẽ cùng công nghệ tiên tiến
Ngôn ngữ thiết kế hoài cổ kết hợp tính linh hoạt trong di chuyển
Kết nối linh hoạt cùng những tính năng tiện ích
Chơi nhạc liền mạch với thời lượng lên tới 50+ giờ
Đắm chìm trong tiệc âm thanh ngoài trời với chuẩn IP54",,,
199,M-HS200,Loa Bluetooth Marshall Heston Sub 200,Marshall,Loa di động,Loa,Loa di động,"Loa Bluetooth Marshall Heston Sub 200 mang đến trải nghiệm âm thanh sống động nhờ công suất đỉnh 236W, tái hiện âm trầm chính xác trong dải tần 30-150 Hz. Loa được trang bị hệ thống 2 loa trầm 5.25 inch cùng ampli Class-D kép, giúp kiểm soát âm lượng ổn định. Thiết kế nhỏ gọn cùng trọng lượng chỉ 7.62 kg tạo nên sự tiện lợi trong bố trí không gian.
Công suất mạnh mẽ, âm trầm sống động
Thiết kế nhỏ gọn, tinh tế với 2 lựa chọn màu 
Kết nối Bluetooth 5.3 LE Audio và hỗ trợ Marshall App 
Độ bền cao nhờ vật liệu tái chế thân thiện môi trường ",,,
200,M-T,Loa Bluetooth Marshall Tufton,Marshall,Loa di động,Loa,Loa di động,"Marshall Tufton là một trong những sản phẩm loa bluetooth cầm tay di động mới nhất mang thương hiệu Marshall. Trong khi Marshall Stockwell 2 là được thiết kế với kích thước nhỏ thì loa bluetooth Marshall Tufton lại khá lớn và được coi là lớn nhất cho đến thời điểm hiện tại của hãng. Sản phẩm giúp người dùng trải nghiệm được chất âm đỉnh cao cũng như khả năng phát nhạc đa hướng.
Thiết kế cổ điển, trọng lượng chỉ 4,5kg
Ba núm điều chỉnh quen thuộc, quai xách dễ dàng di chuyển
Công nghệ bluetooth 5.0 mới nhất, kết nối nhiều thiết bị cùng lúc
Chất âm cực đỉnh, chính hiệu Marshall Tufton
Pin thời lượng đến 20 giờ, công nghệ sạc nhanh",,,
201,M-SII,Loa Bluetooth Marshall Stanmore II,Marshall,Loa di động,Loa,Loa di động,"Các sản phẩm âm thanh của thương hiệu Marshall luôn mang lại cho người dùng cảm giác sang trọng và chất lượng âm thanh không cần phải bàn cãi. Nếu đang tìm kiếm cho mình một sản phẩm loa âm thanh mà chất lượng đạt AAA thì sản phẩm loa Marshall Stanmore II sẽ làm bạn hài lòng.
Thiết kế sang trọng theo phong cách cổ điển
Trang bị tính năng multi-host cùng khả năng kết nối bluetooth v5.0 và cổng AUX/RCA
Tích hợp công nghệ DPS và công suất lên đến 80W",,,
202,M-SIII,Loa Bluetooth Marshall Stanmore III,Marshall,Loa di động,Loa,Loa di động,"Loa bluetooth Marshall Stanmore 3 với thiết kế trang nhã cùng âm thanh chất lượng. Đặc biệt trên loa Marshall Stanmore 3 đó chính là thiết kế đậm chất cổ điển cùng với công nghệ âm thanh Dynamic Loudness với hai loa cho tổng công suất lên đến 80W.
Loa Marshall Stanmore III là sản phẩm loa được đánh giá cao và đáng mua nhất trên thị trường hiện nay. Là sản phẩm loa không dây nổi tiếng, với chất lượng âm thanh ấn tượng cùng với thiết kế phong cách ấn tượng.
Thiết kế đẹp mắt
Âm thanh mạnh mẽ
Kết nối Bluetooth
Nguồn điện trực tiếp, thoải mái sử dụng",,,
203,M-WoIII,Loa Bluetooth Marshall Woburn III,Marshall,Loa di động,Loa,Loa di động,"Loa Marshall Woburn 3 là mẫu loa cao cấp với thiết kế sang nhã cùng công nghệ âm thanh vượt trội. Loa với âm trường rộng cùng hệ thống điều khiển được thiết kế lại nhờ đó người dùng có thể kiểm soát nhiều hơn.
Loa Bluetooth Marshall Woburn 3 nằm trong phân khúc thiết bị âm thanh cao cấp nhất ở thời điểm hiện tại. Dòng sản phẩm Marshall này thu hút được sự chú ý của người dùng nhờ thiết kế sang trọng, hiện đại cùng chất lượng âm thanh có mức độ chi tiết cao. 
Thiết kế hoài cổ, sang trọng trong từng chi tiết
Công nghệ xử lý âm thanh hiện đại, chất lượng âm thanh chi tiết
Kết nối linh hoạt với Bluetooth 5.2 hiện đại
Các thao tác tuỳ chỉnh khá dễ dàng
Chất âm đỉnh cao, phù hợp với nhiều nhu cầu sử dụng của người dùng",,,
204,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
205,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
206,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
207,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
208,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
209,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
210,Phong,,Marshall,Loa di động,Loa,Loa di động,,,,
211,S-SRS-XP500,Loa Karaoke Sony SRS-XP500,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa Bluetooth Sony SRS-XP500 có kiểu dáng hiện đại và bạn có thể cầm thoải mái bằng một tay. Phụ kiện loa bluetooth Sony có âm thanh sống động với sự kết hợp của loa woofer và tweeter để luôn sẵn sàng phục vụ bạn ở mọi thời điểm.
Thiết kế bền chắc, tay cầm tiện lợi và kháng nước IPX4 
Âm thanh tuyệt đỉnh, sạc nhanh, dùng lâu
Tương thích hoàn hảo, phạm vi kết nối rộng với chuẩn Bluetooth 5.2
Toàn quyền điều chỉnh âm thanh trên loa qua ứng dụng Music Center
Dễ dàng kết nối với thẻ nhớ và USB thông qua cổng cắm tiện lợi phía sau
Hỗ trợ nạp pin điện thoại thông minh thông qua 2 cổng sạc USB",,,
212,S-SRS-XV900,Loa Karaoke Sony SRS-XV900,Sony,Loa Karaoke,Loa,Loa Karaoke,"Những chiếc loa bluetooth SONY SRS-XV900 chắc chắn là món phụ kiện công nghệ chẳng thể thiếu trong mọi cuộc vui. Được thiết kế với ngoại hình năng động, cực chất và chất âm mạnh mẽ cuốn hút, loa SONY SRS-XV900 mang không khí vui vẻ đến mọi không gian mà nó tồn tại.
Âm thanh đa hướng, bước tiến mới đến từ X-Balanced Speaker Unit
Thiết kế năng động, đèn tiệc đa hướng",19,,
213,S-SRS-XV800,Loa Karaoke Sony SRS-XV800,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa Bluetooth Sony SRS-XV800 là sản phẩm phù hợp với bạn nếu đam mê âm nhạc và muốn tận hưởng âm thanh chất lượng cao mọi lúc, mọi nơi. Với thiết kế hiện đại và các tính năng mới lạ, sản phẩm loa Sony sẽ mang đến trải nghiệm âm thanh ấn tượng.
Thiết kế hiện đại, chất lừ
Âm thanh sống động, chân thật",,,
214,S-SRS-XV500,Loa Karaoke Sony SRS-XV500,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa Sony SRS-XV500 với 2 củ loa cùng công nghệ âm DSEE, Clear Audio+, LIVE SOUND giúp mang lại âm thanh sống động, mạnh mẽ. Loa với hệ thống đèn LED bắt mắt cùng với quai xách hỗ trợ quá trình di chuyển tiện lợi. Cùng với đó loa Sony này sở hữu pin mang lại thời lượng sử dụng lên đến 25 giờ cũng như sạc nhanh chóng chỉ 10 phút sạc cho thêm 2 tiếng sử dụng.
Âm thanh X-Balanced Speaker Unit cho trải nghiệm giải trí sôi động
Thiết kế quai xách cùng đèn LED bắt mắt
Bảng điều khiển trực quan, ghép đôi tối đa 100 loa
Pin sử dụng 24 giờ vượt trội, kháng nước IPX4",,,
215,S-ULTF1,Loa Bluetooth Sony ULT Field 1,Sony,Loa di động,Loa,Loa di động,"Loa Sony ULT Field 1 sở hữu bộ sưu tập màu sắc đa dạng từ đen, cam, trắng đến xám cùng trọng lượng chỉ 650g. Loa với loa tweeter và woofer cùng chế độ âm thanh ULT Field Sound. Mẫu loa Sony này cũng được trang bị viên pin cho thời lượng sử dụng lên đến 12 giờ cũng như cổng sạc USB-C tiện lợi.
Màu sắc đa dạng, âm thanh chất lượng
Công nghệ ULT Power Sound, âm trầm lớn
Thiết kế nhỏ gọn cùng quai xách tiện lợi, bốn màu sắc đa dạng
Micro khử ồn cùng khả năng ghép nối qua Stereo Pair
Pin sử dụng 12 giờ cùng kháng nước chuẩn IP67",,,
216,S-ULTF3,Loa Bluetooth Sony ULT Field 3,Sony,Loa di động,Loa,Loa di động,"Loa Bluetooth Sony ULT Field 3 sở hữu công nghệ ULT POWER SOUND, cung cấp âm trầm mạnh mẽ, mang đến trải nghiệm âm nhạc sống động như ở buổi hòa nhạc. Thời lượng pin của loa khoảng 24 giờ, cho phép tận hưởng âm nhạc cả ngày dài. Mẫu loa Bluetooth này còn luôn sẵn sàng đồng hành trong mọi chuyến đi với chuẩn kháng nước và bụi IP66/IP67.
Chất âm sống động, thời lượng pin lớn
Công nghệ xử lý ULT POWER SOUND hiện đại
Thiết kế nhỏ gọn, đa dạng màu sắc
Mở rộng trải nghiệm âm thanh với Party Connect
Thời lượng pin ấn tượng lên tới khoảng 24 giờ
Kháng nước và bụi chuẩn IP66/IP67 cực kỳ bền bỉ",,,
